$ICAO,$Registration,sigh,$Operator,$Type,$ICAO Type,#CMPG,$Tag 1,$#Tag 2,$#Tag 3,Category,$#Link,#ImageLink,#ImageLink2,#ImageLink3
7CF99A,A15-302,True,Australian Army Aviation,Meridionali Ch-47D Chinook,H47,Mil,Twin Rotor,Helo,Vigilance,Toy Soldiers,https://w.wiki/4tNd,https://cdn.jetphotos.com/full/5/92179_1647678823.jpg,https://cdn.jetphotos.com/full/6/66682_1568199241.jpg,https://cdn.jetphotos.com/full/6/48583_1561417863.jpg
7CF99B,A15-303,True,Australian Army Aviation,Meridionali Ch-47D Chinook,H47,Mil,Twin Rotor,Helo,Vigilance,Toy Soldiers,https://w.wiki/4tNd,https://cdn.jetphotos.com/full/5/71795_1462429474.jpg,,
7CF99D,A15-305,True,Australian Army Aviation,Meridionali Ch-47D Chinook,H47,Mil,Twin Rotor,Helo,Vigilance,Toy Soldiers,https://w.wiki/4tNd,https://cdn.jetphotos.com/full/6/28995_1667303828.jpg,https://cdn.jetphotos.com/full/5/80517_1666434077.jpg,https://cdn.jetphotos.com/full/6/78084_1476772762.jpg
7CF99E,A15-306,True,Australian Army Aviation,Meridionali Ch-47D Chinook,H47,Mil,Twin Rotor,Helo,Vigilance,Toy Soldiers,https://w.wiki/4tNd,https://cdn.jetphotos.com/full/6/14045_1666429138.jpg,https://cdn.jetphotos.com/full/5/94263_1666126717.jpg,
7CFA2F,A15-309,True,Australian Army Aviation,Ch-47F Chinook,H47,Mil,Twin Rotor,Helo,Vigilance,Toy Soldiers,https://w.wiki/4tNd,,,
7CF903,A17-004,True,Australian Army Aviation,Bell Oh-58B Kiowa,B06,Mil,Scout,Helo,Vigilance,Toy Soldiers,https://w.wiki/4tNd,,,
7CF8DD,A17-011,True,Australian Army Aviation,Bell Oh-58B Kiowa,B06,Mil,Scout,Helo,Vigilance,Toy Soldiers,https://w.wiki/4tNd,https://cdn.jetphotos.com/full/2/25111_1191920771.jpg,https://cdn.jetphotos.com/full/1/44612_1096968665.jpg,
7CF8DE,A17-015,True,Australian Army Aviation,Bell Oh-58B Kiowa,B06,Mil,Scout,Helo,Vigilance,Toy Soldiers,https://w.wiki/4tNd,,,
7CF908,A17-016,True,Australian Army Aviation,Bell Oh-58B Kiowa,B06,Mil,Scout,Helo,Vigilance,Toy Soldiers,https://w.wiki/4tNd,https://cdn.jetphotos.com/full/5/62874_1424561571.jpg,https://cdn.jetphotos.com/full/3/52847_1333855844.jpg,https://cdn.jetphotos.com/full/2/38960_1280589536.jpg
7CF8E7,A17-017,True,Australian Army Aviation,Bell Oh-58B Kiowa,B06,Mil,Scout,Helo,Vigilance,Toy Soldiers,https://w.wiki/4tNd,https://cdn.jetphotos.com/full/4/76270_1338518709.jpg,,
7CF924,A17-018,True,Australian Army Aviation,Bell Oh-58B Kiowa,B06,Mil,Scout,Helo,Vigilance,Toy Soldiers,https://w.wiki/4tNd,https://cdn.jetphotos.com/full/5/94290_1523528435.jpg,,
7CF90A,A17-027,True,Australian Army Aviation,Bell Oh-58B Kiowa,B06,Mil,Scout,Helo,Vigilance,Toy Soldiers,https://w.wiki/4tNd,https://cdn.jetphotos.com/full/5/43118_1463140363.jpg,,
7CF8E3,A17-039,True,Australian Army Aviation,Bell Oh-58B Kiowa,B06,Mil,Scout,Helo,Vigilance,Toy Soldiers,https://w.wiki/4tNd,https://cdn.jetphotos.com/full/4/13626_1364021932.jpg,,
7CF923,A17-046,True,Australian Army Aviation,Bell Oh-58B Kiowa,B06,Mil,Scout,Helo,Vigilance,Toy Soldiers,https://w.wiki/4tNd,https://cdn.jetphotos.com/full/4/35023_1321602275.jpg,,
7CF8E4,A17-051,True,Australian Army Aviation,Bell Oh-58B Kiowa,B06,Mil,Scout,Helo,Vigilance,Toy Soldiers,https://w.wiki/4tNd,,,
7CF905,A17-054,True,Australian Army Aviation,Bell Oh-58B Kiowa,B06,Mil,Scout,Helo,Vigilance,Toy Soldiers,https://w.wiki/4tNd,,,
7CFA4F,A23-025,True,Royal Australian Air Force,Pilatus Pc-9 A,PC9,Mil,Training Wheels,L-Plate,She'll Be Right,Other Air Forces,https://www.airforce.gov.au,https://cdn.jetphotos.com/full/6/22624_1590358512.jpg,https://cdn.jetphotos.com/full/5/41258_1556230880.jpg,https://cdn.jetphotos.com/full/5/82921_1542589594.jpg
7CFA57,A23-033,True,Royal Australian Air Force,Pilatus Pc-9 A,PC9,Mil,Training Wheels,L-Plate,She'll Be Right,Other Air Forces,https://www.airforce.gov.au,https://cdn.jetphotos.com/full/4/86283_1344077827.jpg,,
7CFA62,A23-045,True,Royal Australian Air Force,Pilatus Pc-9 A,PC9,Mil,Training Wheels,L-Plate,She'll Be Right,Other Air Forces,https://www.airforce.gov.au,,,
7CFA6C,A23-062,True,Royal Australian Air Force,Pilatus Pc-9 A,PC9,Mil,Training Wheels,L-Plate,She'll Be Right,Other Air Forces,https://www.airforce.gov.au,https://cdn.jetphotos.com/full/1/11914_1186361789.jpg,https://cdn.jetphotos.com/full/2/56838_1166386012.jpg,https://cdn.jetphotos.com/full/1/15487_1091052112.jpg
7CF83C,A27-002,True,Royal Australian Air Force,British Aerospace Hawk Mk127,HAWK,Mil,Flying Classroom,Lead-in Fighter,Bicycle Made For Two,Other Air Forces,https://www.airforce.gov.au,https://cdn.jetphotos.com/full/6/99392_1650506799.jpg,https://cdn.jetphotos.com/full/6/83189_1617519348.jpg,https://cdn.jetphotos.com/full/6/27010_1612587491.jpg
7CF83D,A27-003,True,Royal Australian Air Force,British Aerospace Hawk Mk127,HAWK,Mil,Flying Classroom,Lead-in Fighter,Bicycle Made For Two,Other Air Forces,https://www.airforce.gov.au,https://cdn.jetphotos.com/full/4/14473_1345885226.jpg,https://cdn.jetphotos.com/full/2/26895_1093494142.jpg,
7CF83E,A27-004,True,Royal Australian Air Force,British Aerospace Hawk Mk127,HAWK,Mil,Flying Classroom,Lead-in Fighter,Bicycle Made For Two,Other Air Forces,https://www.airforce.gov.au,https://cdn.jetphotos.com/full/2/49767_1158809724.jpg,,
7CF83F,A27-005,True,Royal Australian Air Force,British Aerospace Hawk Mk127,HAWK,Mil,Flying Classroom,Lead-in Fighter,Bicycle Made For Two,Other Air Forces,https://www.airforce.gov.au,https://cdn.jetphotos.com/full/5/60401_1618737330.jpg,https://cdn.jetphotos.com/full/5/11026_1609060633.jpg,https://cdn.jetphotos.com/full/6/71377_1608118733.jpg
7CF840,A27-006,True,Royal Australian Air Force,British Aerospace Hawk Mk127,HAWK,Mil,Flying Classroom,Lead-in Fighter,Bicycle Made For Two,Other Air Forces,https://www.airforce.gov.au,https://cdn.jetphotos.com/full/3/32564_1359259241.jpg,https://cdn.jetphotos.com/full/2/11737_1289361112.jpg,https://cdn.jetphotos.com/full/1/64946_1287889914.jpg
7CF841,A27-007,True,Royal Australian Air Force,British Aerospace Hawk Mk127,HAWK,Mil,Flying Classroom,Lead-in Fighter,Bicycle Made For Two,Other Air Forces,https://www.airforce.gov.au,https://cdn.jetphotos.com/full/5/28768_1649023721.jpg,https://cdn.jetphotos.com/full/6/80477_1647434345.jpg,https://cdn.jetphotos.com/full/5/27076_1495541284.jpg
7CF842,A27-008,True,Royal Australian Air Force,British Aerospace Hawk Mk127,HAWK,Mil,Flying Classroom,Lead-in Fighter,Bicycle Made For Two,Other Air Forces,https://www.airforce.gov.au,https://cdn.jetphotos.com/full/5/90934_1641160288.jpg,https://cdn.jetphotos.com/full/5/84002_1628583889.jpg,https://cdn.jetphotos.com/full/5/12396_1627645314.jpg
7CF843,A27-009,True,Royal Australian Air Force,British Aerospace Hawk Mk127,HAWK,Mil,Flying Classroom,Lead-in Fighter,Bicycle Made For Two,Other Air Forces,https://www.airforce.gov.au,https://cdn.jetphotos.com/full/5/85363_1640811747.jpg,https://cdn.jetphotos.com/full/1/20950_1309861783.jpg,https://cdn.jetphotos.com/full/2/47866_1301225119.jpg
7CF844,A27-010,True,Royal Australian Air Force,British Aerospace Hawk Mk127,HAWK,Mil,Flying Classroom,Lead-in Fighter,Bicycle Made For Two,Other Air Forces,https://www.airforce.gov.au,,,
7CF845,A27-011,True,Royal Australian Air Force,British Aerospace Hawk Mk127,HAWK,Mil,Flying Classroom,Lead-in Fighter,Bicycle Made For Two,Other Air Forces,https://www.airforce.gov.au,,,
7CF846,A27-012,True,Royal Australian Air Force,British Aerospace Hawk Mk127,HAWK,Mil,Flying Classroom,Lead-in Fighter,Bicycle Made For Two,Other Air Forces,https://www.airforce.gov.au,,,
7CF847,A27-013,True,Royal Australian Air Force,British Aerospace Hawk Mk127,HAWK,Mil,Flying Classroom,Lead-in Fighter,Bicycle Made For Two,Other Air Forces,https://www.airforce.gov.au,,,
7CF848,A27-014,True,Royal Australian Air Force,British Aerospace Hawk Mk127,HAWK,Mil,Flying Classroom,Lead-in Fighter,Bicycle Made For Two,Other Air Forces,https://www.airforce.gov.au,,,
7CF849,A27-015,True,Royal Australian Air Force,British Aerospace Hawk Mk127,HAWK,Mil,Flying Classroom,Lead-in Fighter,Bicycle Made For Two,Other Air Forces,https://www.airforce.gov.au,,,
7CF84A,A27-016,True,Royal Australian Air Force,British Aerospace Hawk Mk127,HAWK,Mil,Flying Classroom,Lead-in Fighter,Bicycle Made For Two,Other Air Forces,https://www.airforce.gov.au,,,
7CF84B,A27-017,True,Royal Australian Air Force,British Aerospace Hawk Mk127,HAWK,Mil,Flying Classroom,Lead-in Fighter,Bicycle Made For Two,Other Air Forces,https://www.airforce.gov.au,,,
7CF84C,A27-018,True,Royal Australian Air Force,British Aerospace Hawk Mk127,HAWK,Mil,Flying Classroom,Lead-in Fighter,Bicycle Made For Two,Other Air Forces,https://www.airforce.gov.au,,,
7CF84D,A27-019,True,Royal Australian Air Force,British Aerospace Hawk Mk127,HAWK,Mil,Flying Classroom,Lead-in Fighter,Bicycle Made For Two,Other Air Forces,https://www.airforce.gov.au,,,
7CF84E,A27-020,True,Royal Australian Air Force,British Aerospace Hawk Mk127,HAWK,Mil,Flying Classroom,Lead-in Fighter,Bicycle Made For Two,Other Air Forces,https://www.airforce.gov.au,,,
7CF84F,A27-021,True,Royal Australian Air Force,British Aerospace Hawk Mk127,HAWK,Mil,Flying Classroom,Lead-in Fighter,Bicycle Made For Two,Other Air Forces,https://www.airforce.gov.au,,,
7CF851,A27-023,True,Royal Australian Air Force,British Aerospace Hawk Mk127,HAWK,Mil,Flying Classroom,Lead-in Fighter,Bicycle Made For Two,Other Air Forces,https://www.airforce.gov.au,,,
7CF852,A27-024,True,Royal Australian Air Force,British Aerospace Hawk Mk127,HAWK,Mil,Flying Classroom,Lead-in Fighter,Bicycle Made For Two,Other Air Forces,https://www.airforce.gov.au,,,
7CF853,A27-026,True,Royal Australian Air Force,British Aerospace Hawk Mk127,HAWK,Mil,Flying Classroom,Lead-in Fighter,Bicycle Made For Two,Other Air Forces,https://www.airforce.gov.au,,,
7CF856,A27-029,True,Royal Australian Air Force,British Aerospace Hawk Mk127,HAWK,Mil,Flying Classroom,Lead-in Fighter,Bicycle Made For Two,Other Air Forces,https://www.airforce.gov.au,,,
7CF857,A27-030,True,Royal Australian Air Force,British Aerospace Hawk Mk127,HAWK,Mil,Flying Classroom,Lead-in Fighter,Bicycle Made For Two,Other Air Forces,https://www.airforce.gov.au,,,
7CF858,A27-031,True,Royal Australian Air Force,British Aerospace Hawk Mk127,HAWK,Mil,Flying Classroom,Lead-in Fighter,Bicycle Made For Two,Other Air Forces,https://www.airforce.gov.au,https://cdn.jetphotos.com/full/5/16303_1610063091.jpg,https://cdn.jetphotos.com/full/1/30462_1187832384.jpg,https://cdn.jetphotos.com/full/2/24154_1187832300.jpg
7CF859,A27-032,True,Royal Australian Air Force,British Aerospace Hawk Mk127,HAWK,Mil,Flying Classroom,Lead-in Fighter,Bicycle Made For Two,Other Air Forces,https://www.airforce.gov.au,,,
7CF85A,A27-033,True,Royal Australian Air Force,British Aerospace Hawk Mk127,HAWK,Mil,Flying Classroom,Lead-in Fighter,Bicycle Made For Two,Other Air Forces,https://www.airforce.gov.au,,,
7CF85B,A27-034,True,Royal Australian Air Force,British Aerospace Hawk Mk127,HAWK,Mil,Flying Classroom,Lead-in Fighter,Bicycle Made For Two,Other Air Forces,https://www.airforce.gov.au,,,
7CFA19,A38-002,True,Australian Army Aviation,Eurocopter Tiger Arh,TIGR,Mil,Gunship,Helo,Vigilance,Toy Soldiers,https://w.wiki/4tNd,,,
7CFA26,A38-009,True,Australian Army Aviation,Eurocopter Tiger Arh,TIGR,Mil,Gunship,Helo,Vigilance,Toy Soldiers,https://w.wiki/4tNd,,,
7CF871,A40-003,True,Australian Army Aviation,Nh Industries Mrh90,NH90,Mil,Taipan,Helo,Vigilance,Toy Soldiers,https://w.wiki/4tNd,,,
7CF873,A40-004,True,Australian Army Aviation,Nh Industries Mrh90,NH90,Mil,Taipan,Helo,Vigilance,Toy Soldiers,https://w.wiki/4tNd,,,
7CF874,A40-005,True,Australian Army Aviation,Nh Industries Mrh90,NH90,Mil,Taipan,Helo,Vigilance,Toy Soldiers,https://w.wiki/4tNd,,,
7CF875,A40-006,True,Australian Army Aviation,Nh Industries Mrh90,NH90,Mil,Taipan,Helo,Vigilance,Toy Soldiers,https://w.wiki/4tNd,,,
7CF877,A40-008,True,Australian Army Aviation,Nh Industries Mrh90,NH90,Mil,Taipan,Helo,Vigilance,Toy Soldiers,https://w.wiki/4tNd,,,
7CF878,A40-009,True,Australian Army Aviation,Nh Industries Mrh90,NH90,Mil,Taipan,Helo,Vigilance,Toy Soldiers,https://w.wiki/4tNd,,,
7CFA7E,A43-549,True,Australian Army Aviation,Rq-7B Shadow 200,FFLO,Mil,UAV,Eye In The Sky,Vigilance,Toy Soldiers,https://w.wiki/4tNd,,,
7CFA7F,A43-564,True,Australian Army Aviation,Rq-7B Shadow 200,FFLO,Mil,UAV,Eye In The Sky,Vigilance,Toy Soldiers,https://w.wiki/4tNd,,,
7CFA80,A43-574,True,Australian Army Aviation,Rq-7B Shadow 200,FFLO,Mil,UAV,Eye In The Sky,Vigilance,Toy Soldiers,https://w.wiki/4tNd,,,
7CFA82,A43-590,True,Australian Army Aviation,Rq-7B Shadow 200,FFLO,Mil,UAV,Eye In The Sky,Vigilance,Toy Soldiers,https://w.wiki/4tNd,,,
7CFA83,A43-620,True,Australian Army Aviation,Rq-7B Shadow 200,FFLO,Mil,UAV,Eye In The Sky,Vigilance,Toy Soldiers,https://w.wiki/4tNd,,,
7CFA84,A43-626,True,Australian Army Aviation,Rq-7B Shadow 200,FFLO,Mil,UAV,Eye In The Sky,Vigilance,Toy Soldiers,https://w.wiki/4tNd,,,
7CFA85,A43-627,True,Australian Army Aviation,Rq-7B Shadow 200,FFLO,Mil,UAV,Eye In The Sky,Vigilance,Toy Soldiers,https://w.wiki/4tNd,,,
7CFA87,A43-632,True,Australian Army Aviation,Rq-7B Shadow 200,FFLO,Mil,UAV,Eye In The Sky,Vigilance,Toy Soldiers,https://w.wiki/4tNd,,,
7CF8C8,A44-204,True,Royal Australian Air Force,Boeing F/A-18F Hornet,F18S,Mil,Fighter Jet,She'll Be Right,,Other Air Forces,https://www.airforce.gov.au,https://cdn.jetphotos.com/full/6/70556_1633510202.jpg,https://cdn.jetphotos.com/full/6/11617_1627813719.jpg,https://cdn.jetphotos.com/full/6/86011_1607604836.jpg
7CF8D0,A44-212,True,Royal Australian Air Force,Boeing F/A-18F Hornet,F18S,Mil,Fighter Jet,She'll Be Right,,Other Air Forces,https://www.airforce.gov.au,https://cdn.jetphotos.com/full/6/43634_1657458696.jpg,https://cdn.jetphotos.com/full/5/79508_1631181054.jpg,https://cdn.jetphotos.com/full/6/93766_1568083283.jpg
7CF8D8,A44-220,True,Royal Australian Air Force,Boeing F/A-18F Hornet,F18S,Mil,Fighter Jet,She'll Be Right,,Other Air Forces,https://www.airforce.gov.au,https://cdn.jetphotos.com/full/6/51622_1657458656.jpg,https://cdn.jetphotos.com/full/5/19336_1644716795.jpg,https://cdn.jetphotos.com/full/6/62345_1630560089.jpg
7CF8D9,A44-221,True,Royal Australian Air Force,Boeing F/A-18F Hornet,F18S,Mil,Fighter Jet,She'll Be Right,,Other Air Forces,https://www.airforce.gov.au,https://cdn.jetphotos.com/full/6/10860_1650669491.jpg,https://cdn.jetphotos.com/full/6/98134_1650075240.jpg,https://cdn.jetphotos.com/full/5/92997_1649169761.jpg
7CF8DB,A44-223,True,Royal Australian Air Force,Boeing F/A-18F Hornet,F18S,Mil,Fighter Jet,She'll Be Right,,Other Air Forces,https://www.airforce.gov.au,https://cdn.jetphotos.com/full/6/57650_1646351773.jpg,https://cdn.jetphotos.com/full/5/62980_1600469842.jpg,https://cdn.jetphotos.com/full/5/35341_1529057832.jpg
C00C2E,C-FEPX,True,Private,Bell Helicopter Co 412Ep,B412,Civ,Aerial Firefighter,Bushfire,Wocka Wocka,Dogs with Jobs,,,,
C00ED9,C-FFQE,True,Private,Bombardier Inc Dhc-8-402,DH8D,Civ,Aerial Firefighter,Bushfire,,Dogs with Jobs,,https://cdn.jetphotos.com/full/5/72336_1667268046.jpg,https://cdn.jetphotos.com/full/5/35728_1650339200.jpg,https://cdn.jetphotos.com/full/6/55258_1646889014.jpg
C017AB,C-FIZA,True,Private,Sikorsky Aircraft S61N,S61,Civ,Aerial Firefighter,Bushfire,Wocka Wocka,Dogs with Jobs,,https://cdn.jetphotos.com/full/6/11675_1659438364.jpg,https://cdn.jetphotos.com/full/5/57597_1633356695.jpg,https://cdn.jetphotos.com/full/6/85472_1611746234.jpg
C0298A,C-FPSZ,True,Private,Bell Helicopter Co 205 A1++,UH1,Civ,Aerial Firefighter,Bushfire,Wocka Wocka,Dogs with Jobs,,https://cdn.jetphotos.com/full/5/55977_1588056564.jpg,https://cdn.jetphotos.com/full/5/96335_1572862785.jpg,https://cdn.jetphotos.com/full/5/81288_1565335577.jpg
C03C17,C-FWTQ,True,Private,Bell Helicopter Co 412 Sp,B412,Civ,Aerial Firefighter,Bushfire,Wocka Wocka,Dogs with Jobs,,https://cdn.jetphotos.com/full/5/38802_1606794781.jpg,https://cdn.jetphotos.com/full/6/76162_1579495067.jpg,https://cdn.jetphotos.com/full/6/62592_1575623012.jpg
C03C1F,C-FWTY,True,Private,Bell Helicopter Co 412,B412,Civ,Aerial Firefighter,Bushfire,Wocka Wocka,Dogs with Jobs,,https://cdn.jetphotos.com/full/5/11980_1670197701.jpg,https://cdn.jetphotos.com/full/5/39968_1666144494.jpg,https://cdn.jetphotos.com/full/6/98722_1665988779.jpg
C03D27,C-FXEC,True,Private,Sikorsky Aircraft S61N,S61,Civ,Aerial Firefighter,Bushfire,Wocka Wocka,Dogs with Jobs,,https://cdn.jetphotos.com/full/6/41720_1668222658.jpg,https://cdn.jetphotos.com/full/5/73193_1651766099.jpg,https://cdn.jetphotos.com/full/5/19976_1649160550.jpg
C048A2,C-GBND,True,Private,Bell Helicopter Co 412 Sp,B412,Civ,Aerial Firefighter,Bushfire,Wocka Wocka,Dogs with Jobs,,https://cdn.jetphotos.com/full/6/52714_1645834684.jpg,https://cdn.jetphotos.com/full/5/55031_1638470274.jpg,https://cdn.jetphotos.com/full/5/84034_1606802140.jpg
C05BE0,C-GIUP,True,Private,Bell Helicopter Co 212,B212,Civ,Aerial Firefighter,Bushfire,Wocka Wocka,Dogs with Jobs,,,,
C0624A,C-GLFT,True,Private,Bell Helicopter Co 212,B212,Civ,Aerial Firefighter,Bushfire,Wocka Wocka,Dogs with Jobs,,https://cdn.jetphotos.com/full/6/50429_1658674643.jpg,https://cdn.jetphotos.com/full/6/44926_1606267315.jpg,https://cdn.jetphotos.com/full/2/55138_1064443648.jpg
C073AA,C-GRUV,True,Private,Bell Helicopter Co 205 A1++,UH1,Civ,Aerial Firefighter,Bushfire,Wocka Wocka,Dogs with Jobs,,https://cdn.jetphotos.com/full/6/70122_1571976626.jpg,https://cdn.jetphotos.com/full/6/97876_1546510600.jpg,
C07CA9,C-GVFK,True,Private,British Aerospace Regional Aircraft Limited Avro 146-Rj85,RJ85,Civ,Aerial Firefighter,Bushfire,,Dogs with Jobs,,https://cdn.jetphotos.com/full/5/41638_1671095156.jpg,https://cdn.jetphotos.com/full/5/13258_1646748310.jpg,https://cdn.jetphotos.com/full/6/92793_1602473817.jpg
C07CB2,C-GVFT,True,Private,British Aerospace Regional Aircraft Limited Avro 146-Rj85,RJ85,Civ,Aerial Firefighter,Bushfire,,Dogs with Jobs,,https://cdn.jetphotos.com/full/6/10113_1661813912.jpg,https://cdn.jetphotos.com/full/6/59459_1660069469.jpg,https://cdn.jetphotos.com/full/5/66373_1659814840.jpg
A0218B,N1073W,True,Private,Bell Helicopter Co 214B-1,B214,Civ,Aerial Firefighter,Bushfire,Wocka Wocka,Dogs with Jobs,,https://cdn.jetphotos.com/full/5/34757_1669554789.jpg,https://cdn.jetphotos.com/full/6/37302_1662456153.jpg,https://cdn.jetphotos.com/full/6/69927_1638161799.jpg
A066CA,N125FH,True,Private,Sikorsky Aircraft Uh-60A,H60,Civ,Aerial Firefighter,Bushfire,Wocka Wocka,Dogs with Jobs,,https://cdn.jetphotos.com/full/6/66271_1667731146.jpg,https://cdn.jetphotos.com/full/6/23110_1667756011.jpg,https://cdn.jetphotos.com/full/6/33253_1626496725.jpg
A07F21,N131CG,True,Private,Lockheed Aircraft Corp C130Q,C130,Civ,Aerial Firefighter,Bushfire,,Dogs with Jobs,,https://cdn.jetphotos.com/full/5/39814_1645156962.jpg,https://cdn.jetphotos.com/full/6/99651_1641367020.jpg,https://cdn.jetphotos.com/full/6/90516_1639010595.jpg
A082D8,N132CG,True,Private,Lockheed Aircraft Corp C130H,C130,Civ,Aerial Firefighter,Bushfire,,Dogs with Jobs,,https://cdn.jetphotos.com/full/5/93750_1671024877.jpg,https://cdn.jetphotos.com/full/6/70859_1645638628.jpg,https://cdn.jetphotos.com/full/6/80916_1640927232.jpg
A09922,N138CG,True,Private,The Boeing Company 737-3H4,B733,Civ,Aerial Firefighter,Bushfire,,Dogs with Jobs,,https://cdn.jetphotos.com/full/5/43433_1663535638.jpg,https://cdn.jetphotos.com/full/6/33878_1661104171.jpg,https://cdn.jetphotos.com/full/5/81704_1660615610.jpg
A1C961,N214LJ,True,Private,Bell Helicopter Co 214B-1,B214,Civ,Aerial Firefighter,Bushfire,Wocka Wocka,Dogs with Jobs,,https://cdn.jetphotos.com/full/5/21296_1649030033.jpg,https://cdn.jetphotos.com/full/6/85647_1648522578.jpg,https://cdn.jetphotos.com/full/6/49818_1647492003.jpg
A1D11A,N216PJ,True,Private,Bell Helicopter Co 214B-1,B214,Civ,Aerial Firefighter,Bushfire,Wocka Wocka,Dogs with Jobs,,https://cdn.jetphotos.com/full/6/39443_1639450906.jpg,https://cdn.jetphotos.com/full/6/28944_1639215163.jpg,https://cdn.jetphotos.com/full/5/12239_1637723637.jpg
A1D4D1,N217PJ,True,Private,Bell Helicopter Co 214B-1,B214,Civ,Aerial Firefighter,Bushfire,Wocka Wocka,Dogs with Jobs,,https://cdn.jetphotos.com/full/5/40156_1637723670.jpg,https://cdn.jetphotos.com/full/6/52923_1637133813.jpg,https://cdn.jetphotos.com/full/6/74188_1634986608.jpg
A218A9,N234PH,True,Private,Bell Helicopter Co 214B-1,B214,Civ,Aerial Firefighter,Bushfire,Wocka Wocka,Dogs with Jobs,,https://cdn.jetphotos.com/full/5/48105_1662456003.jpg,https://cdn.jetphotos.com/full/6/50007_1649030116.jpg,https://cdn.jetphotos.com/full/6/58295_1647492053.jpg
A267F6,N254SM,True,Private,Bell Helicopter Co 214B-1,B214,Civ,Aerial Firefighter,Bushfire,Wocka Wocka,Dogs with Jobs,,https://cdn.jetphotos.com/full/6/61146_1671328799.jpg,https://cdn.jetphotos.com/full/6/51021_1612492719.jpg,https://cdn.jetphotos.com/full/5/38637_1601081672.jpg
A280C7,N260UH,True,Private,Sikorsky Aircraft Uh-60A,H60,Civ,Aerial Firefighter,Bushfire,Wocka Wocka,Dogs with Jobs,,https://cdn.jetphotos.com/full/6/16060_1664689959.jpg,https://cdn.jetphotos.com/full/5/58376_1661315112.jpg,https://cdn.jetphotos.com/full/6/43578_1645152785.jpg
A2D285,N281JL,True,Private,Bell Helicopter Co 214B-1,B214,Civ,Aerial Firefighter,Bushfire,Wocka Wocka,Dogs with Jobs,,https://cdn.jetphotos.com/full/5/99563_1670073085.jpg,https://cdn.jetphotos.com/full/6/46787_1669118436.jpg,https://cdn.jetphotos.com/full/5/67988_1662456084.jpg
A2FD4D,N292EA,True,Private,Mcdonnell Douglas Corp. Md-87,MD87,Civ,Aerial Firefighter,Bushfire,,Dogs with Jobs,,https://cdn.jetphotos.com/full/5/28844_1658371661.jpg,https://cdn.jetphotos.com/full/5/27097_1631332727.jpg,https://cdn.jetphotos.com/full/5/94425_1628672963.jpg
A30104,N293EA,True,Private,Mcdonnell Douglas Corp. Md-87,MD87,Civ,Aerial Firefighter,Bushfire,,Dogs with Jobs,,https://cdn.jetphotos.com/full/5/92555_1663535987.jpg,https://cdn.jetphotos.com/full/6/22271_1660345316.jpg,https://cdn.jetphotos.com/full/6/84406_1628473949.jpg
A41FA8,N365JA,True,Private,Eurocopter France As.365N3,AS65,Civ,Aerial Firefighter,Bushfire,Wocka Wocka,Dogs with Jobs,,https://cdn.jetphotos.com/full/6/12335_1658632160.jpg,,
A41FB2,N365JL,True,Private,Eurocopter France As.365N2,AS65,Civ,Aerial Firefighter,Bushfire,Wocka Wocka,Dogs with Jobs,,https://cdn.jetphotos.com/full/6/95449_1637726920.jpg,https://cdn.jetphotos.com/full/5/31436_1614569473.jpg,https://cdn.jetphotos.com/full/6/13516_1601115915.jpg
A45A08,N38MD,True,Private,Eurocopter France As.365N2,AS65,Civ,Aerial Firefighter,Bushfire,Wocka Wocka,Dogs with Jobs,,https://cdn.jetphotos.com/full/5/84519_1638778564.jpg,https://cdn.jetphotos.com/full/6/96123_1606872769.jpg,https://cdn.jetphotos.com/full/5/82779_1597299737.jpg
A4868B,N391AL,True,Private,Bell Helicopter Textron 214St,B214,Civ,Aerial Firefighter,Bushfire,Wocka Wocka,Dogs with Jobs,,https://cdn.jetphotos.com/full/6/92482_1639811451.jpg,https://cdn.jetphotos.com/full/6/60233_1637723791.jpg,https://cdn.jetphotos.com/full/6/70286_1638252055.jpg
A4AA8D,N40CU,True,Private,Unical - Boeing Ch-47D,H47,Civ,Aerial Firefighter,Bushfire,Wocka Wocka,Dogs with Jobs,,https://cdn.jetphotos.com/full/6/12966_1637383895.jpg,https://cdn.jetphotos.com/full/5/92131_1637112798.jpg,https://cdn.jetphotos.com/full/6/39491_1636960258.jpg
A4F98B,N42CU,True,Private,Unical - Boeing Ch-47D,H47,Civ,Aerial Firefighter,Bushfire,Wocka Wocka,Dogs with Jobs,,https://cdn.jetphotos.com/full/6/14717_1671006958.jpg,https://cdn.jetphotos.com/full/5/49767_1661400495.jpg,https://cdn.jetphotos.com/full/6/90074_1651765402.jpg
A62CF5,N49732,True,Private,Bell Helicopter Co 214B-1,B214,Civ,Aerial Firefighter,Bushfire,Wocka Wocka,Dogs with Jobs,,https://cdn.jetphotos.com/full/6/31380_1644979438.jpg,https://cdn.jetphotos.com/full/6/45894_1643971986.jpg,https://cdn.jetphotos.com/full/6/86272_1641913066.jpg
A6FFA4,N550CG,True,Private,Cessna Aircraft Company 550,C550,Civ,Aerial Firefighter,Bushfire,,Dogs with Jobs,,https://cdn.jetphotos.com/full/6/81912_1637356355.jpg,https://cdn.jetphotos.com/full/3/56840_1323732180.jpg,
